"","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","Contact.Title","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"181","Camden County Heritage Museum","117 N N Carolina Highway 343","Camden","NC",27921,NA,NA,NA,NA,2523366360,"Museums",712110,712120,NA,NA,NA,"Private","Camden",3,NA,NA,2017,"117 N N Carolina Highway 343 Camden NC 27921","","History",36.32953715,-76.17518805
"182","Waynesborough Historical Vlg","801 US Highway 117 Byp S","Goldsboro","NC",27530,5731,"Bobby","Kornegay","President",9197311653,"Museums",712110,561510,712120,921120,NA,"County","Wayne",4,NA,"oldwaynesborough.org",1779,"801 US Highway 117 Byp S Goldsboro NC 27530","https://www.oldwaynesborough.org","History",35.374927,-78.021017
"183","Averasboro Battlefield & Msm","3300 Nc 82","Dunn","NC",28334,6571,"C C","Livingston","Manager",9108915019,"Museums",712110,813319,NA,NA,NA,"Private","Harnett",25,NA,NA,1998,"3300 Nc 82 Dunn NC 28334","","History",35.26620895,-78.67221778
"184","Cambodian Cultural Ctr","235 Cambodian Cultural Center","Lexington","NC",27292,8778,"Samdaht E","Eng","Manager",3363575769,"Museums",712110,813319,712110,712110,813410,"Private","Davidson",2,NA,"cambodiancommunitycenter.com",2012,"235 Cambodian Cultural Center Lexington NC 27292","https://www.cambodiancommunitycenter.com","History",35.737531,-80.259706
"185","Cedarock Historical Farm","4242 R Dean Coleman Rd","Burlington","NC",27215,8061,"Terry","Isley","Manager",3362292410,"Museums",712110,712120,921120,NA,NA,"County","Alamance",5,NA,"alamance-nc.com",2014,"4242 R Dean Coleman Rd Burlington NC 27215","https://www.alamance-nc.com","History",35.992011,-79.443535
"186","Henderson County Heritage Msm","1 Historic Courthouse Sq # 1","Hendersonville","NC",28792,5044,"Bette","Carter","Exec Director",8286941619,"Museums",712110,NA,NA,NA,NA,"Private","Henderson",2,NA,"hendersoncountymuseum.com",2008,"1 Historic Courthouse Sq # 1 Hendersonville NC 28792","https://www.hendersoncountymuseum.com","History",35.314505,-82.460323
"187","Discovery Place Nature","1658 Sterling Rd","Charlotte","NC",28209,1548,"Catherine","Wilson-Horne","CEO",7043726261,"Museums",712110,459910,712190,712110,712190,"Private","Mecklenburg",3,NA,"nature.discoveryplace.org",1951,"1658 Sterling Rd Charlotte NC 28209","https://www.nature.discoveryplace.org","Nature",35.18836711,-80.8426149
"188","Glass Feather Studio & Gardens","200 Glass Feather Dr","Cedar Mountain","NC",28718,169,"Patrcicia","Travis","Owner",8288858457,"Museums",712110,459920,712110,NA,NA,"Private","Transylvania",3,NA,NA,2011,"200 Glass Feather Dr Cedar Mountain NC 28718","","Nature",35.15716753,-82.60986566
"189","Malcolm Blue Farm Museum","1177 Bethesda Rd","Aberdeen","NC",28315,3611,"Chair","Person","President",9109447275,"Museums",712110,813920,NA,NA,NA,"Private","Moore",1,NA,NA,1893,"1177 Bethesda Rd Aberdeen NC 28315","","Nature",35.13422166,-79.41069396
"190","Mountain Farm & Home Museum","101 Brookside Camp Rd","Hendersonville","NC",28792,1101,"A B","Wexler","President",8286978846,"Museums",712110,813319,NA,NA,NA,"Private","Henderson",2,NA,"mfhmuseum.homestead.com",1998,"101 Brookside Camp Rd Hendersonville NC 28792","https://www.mfhmuseum.homestead.com","Nature",35.36314446,-82.48058527
"191","Nature Research Ctr","121 W Jones St","Raleigh","NC",27603,1334,"Alvin","Braswell","Manager",9197079800,"Museums",712110,541910,NA,NA,NA,"Private","Wake",3,NA,"naturalsciences.org",2017,"121 W Jones St Raleigh NC 27603","https://www.naturalsciences.org","Nature",35.78254202,-78.64033963
"192","Old Salem Museums & Gardens","600 S Main St","Winston Salem","NC",27101,5398,"Frank","Vagnone","CEO",3367217350,"Museums",712110,712120,712130,712130,NA,"Private","Forsyth",5,NA,"oldsalem.org",1950,"600 S Main St Winston Salem NC 27101","https://www.oldsalem.org","Nature",36.08750767,-80.2421185
"193","Tobacco Farm Life Museum Inc","709 Church St # 301","Kenly","NC",27542,NA,NA,NA,NA,9190001111,"Museums",712110,NA,NA,NA,NA,"Private","Johnston",2,NA,"tobaccofarmlifemuseum.org",2021,"709 Church St # 301 Kenly NC 27542","https://www.tobaccofarmlifemuseum.org","Nature",35.59875343,-78.1194106
"194","Exchange Nature Ctr","401 W Caswell St","Kinston","NC",28504,4800,"Bobby","Cox","Director",2529393367,"Museums",712110,712110,712190,NA,NA,"Private","Lenoir",6,NA,"ci.kinston.nc.us",2017,"401 W Caswell St Kinston NC 28504","https://www.ci.kinston.nc.us","Nature",35.260463,-77.5933895
"195","Mountain Farm Life Museum","527 Ashe Park Rd","Jefferson","NC",28640,NA,NA,NA,NA,3369822401,"Museums",712110,NA,NA,NA,NA,"Private","Ashe",2,NA,"waymarking.com",2006,"527 Ashe Park Rd Jefferson NC 28640","https://www.waymarking.com","Nature",36.43717718,-81.46852988
"196","African American Atelier Inc","200 N Davie St # 14","Greensboro","NC",27401,2865,"Alma","Adams","President",3363336885,"Museums",712110,459920,813319,712110,813410,"Private","Guilford",14,NA,"africanamericanatelier.org",1991,"200 N Davie St # 14 Greensboro NC 27401","https://www.africanamericanatelier.org","Art",36.07343245,-79.78893579
"197","African American Heritage Msm","421 Hardin Rd","Forest City","NC",28043,3841,"Johnny L","Greene","Owner",8280001111,"Museums",712110,NA,NA,NA,NA,"Private","Rutherford",2,NA,"aahm1.com",2015,"421 Hardin Rd Forest City NC 28043","https://www.aahm1.com","History",35.33205831,-81.88071043
"198","Airborne-Special Oper Msm","100 Bragg Blvd","Fayetteville","NC",28301,4806,"Liz","Mileshko","Exec Director",9106432778,"Museums",712110,561990,813319,813410,NA,"Private","Cumberland",9,NA,"asomf.org",2000,"100 Bragg Blvd Fayetteville NC 28301","https://www.asomf.org","Military",35.05551079,-78.88667026
"199","American Museum-The Housecat","4704 US Highway 441 S","Sylva","NC",28779,7135,"Susan","Hagan","Manager",8280001111,"Museums",712110,NA,NA,NA,NA,"Private","Jackson",2,NA,"wnccatmuseum.org",2019,"4704 US Highway 441 S Sylva NC 28779","https://www.wnccatmuseum.org","Other",35.31867649,-83.26231153
"200","Angier Museum","44 E Depot St","Angier","NC",27501,6017,"Charles","Bryan","Manager",8280001111,"Museums",712110,813319,NA,NA,NA,"Private","Harnett",2,NA,NA,2023,"44 E Depot St Angier NC 27501","","History",35.50706323,-78.73886003
"201","Asheville Pinball Museum","1 Battle Sq # 1B","Asheville","NC",28801,2712,"T C","Dibeloa","Owner",8287765671,"Museums",712110,NA,NA,NA,NA,"Private","Buncombe",12,NA,"ashevillepinball.com",2015,"1 Battle Sq # 1B Asheville NC 28801","https://www.ashevillepinball.com","Other",35.59633944,-82.55648343
"202","Aurora Fossil Msm Foundation","400 Main St","Aurora","NC",27806,9350,"Cynthia","Crane","Director",2523224238,"Museums",712110,813319,999990,NA,NA,"Private","Beaufort",5,NA,"aurorafossilmuseumstore.com",1978,"400 Main St Aurora NC 27806","https://www.aurorafossilmuseumstore.com","Science&Tech",35.3046378,-76.78732624
"203","Ava Gardner Museum","325 E Market St","Smithfield","NC",27577,3919,"Karen","Miller Anderso","Exec Director",9199345830,"Museums",712110,813319,999990,NA,NA,"Private","Johnston",5,NA,"johnstoncountync.org",2000,"325 E Market St Smithfield NC 27577","https://www.johnstoncountync.org","Other",35.51109736,-78.34559036
"204","Badin Museum","60 Falls Rd","Badin","NC",28009,NA,"David","Summerlin","Manager",7044226900,"Museums",712110,813319,NA,NA,NA,"Private","Stanly",8,NA,NA,2005,"60 Falls Rd Badin NC 28009","","History",35.40419842,-80.11190412
"205","Balloon Museum Inc","195 Wilson Park Rd","Statesville","NC",28625,NA,"J D","Cline","Manager",8280001111,"Museums",712110,813319,NA,NA,NA,"Private","Iredell",2,NA,NA,2023,"195 Wilson Park Rd Statesville NC 28625","","Other",35.99037169,-80.98622659
"206","Bienenstock Furniture Library","1009 N Main St","High Point","NC",27262,3113,"Karla","Jones","Exec Director",3368834011,"Museums",712110,519210,519210,813319,NA,"Private","Guilford",1,NA,"furniturelibrary.com",1970,"1009 N Main St High Point NC 27262","https://www.furniturelibrary.com","Other",35.96816994,-80.01465391
"207","Black Heritage Society Inc","242 S Queen St","Kinston","NC",28501,4936,"Malcolm","Beech","Director",2525224660,"Museums",712110,813319,999990,NA,NA,"Private","Lenoir",2,NA,"africanamericanmuseum.net",2011,"242 S Queen St Kinston NC 28501","https://www.africanamericanmuseum.net","History",35.25820048,-77.58115294
"208","Blountbridgers Arboretum","130 Bridgers St","Tarboro","NC",27886,3868,"Ashley","Stancil","President",2528234159,"Museums",712110,712120,NA,NA,NA,"Private","Edgecombe",1,NA,"blountbridgersarboretum.com",1982,"130 Bridgers St Tarboro NC 27886","https://www.blountbridgersarboretum.com","Other",35.90329461,-77.53726259
"209","Bookmistress","618 W 4th St","Winston Salem","NC",27101,2730,NA,NA,NA,5102074681,"Museums",712110,NA,NA,NA,NA,"Private","Forsyth",2,NA,"bookmistress.net",2015,"618 W 4th St Winston Salem NC 27101","https://www.bookmistress.net","Other",36.09774902,-80.25021834
"210","Bost Grist Mill","4701 Highway 200","Concord","NC",28025,8170,"Brenda","Bost","Owner",7047821600,"Museums",712110,561510,712190,NA,NA,"Private","Cabarrus",2,NA,"bostgristmill.com",2002,"4701 Highway 200 Concord NC 28025","https://www.bostgristmill.com","Other",35.32486776,-80.50381451
"211","Brevard Station Museum","112 S Main St","Stanley","NC",28164,1750,"Joyce","Handsel","Administrator",7042639801,"Museums",712110,813319,813410,NA,NA,"Private","Gaston",1,NA,"brevardstation.com",1991,"112 S Main St Stanley NC 28164","https://www.brevardstation.com","Other",35.3590702,-81.09571824
"212","C Grier Beam Truck Museum","111 N Mountain St","Cherryville","NC",28021,2940,"Michael N","Beam","CEO",7044353072,"Museums",712110,813319,NA,NA,NA,"Private","Gaston",6,NA,"beamtruckmuseum.com",1982,"111 N Mountain St Cherryville NC 28021","https://www.beamtruckmuseum.com","Other",35.37960183,-81.37990375
"213","Caldwell Heritage Museum","112 Vaiden St SW","Lenoir","NC",28645,5670,"John","Hawkins","Exec Director",8287584004,"Museums",712110,813319,NA,NA,NA,"Private","Caldwell",1,NA,"caldwellmuseum.org",1991,"112 Vaiden St SW Lenoir NC 28645","https://www.caldwellmuseum.org","Other",35.91269224,-81.53887372
"214","Cape Fear Museum","814 Market St","Wilmington","NC",28401,4752,"Stuart","Borrett","President",9107984370,"Museums",712110,712120,813319,999990,NA,"Private","New Hanover",20,NA,"capefearmuseum.com",1898,"814 Market St Wilmington NC 28401","https://www.capefearmuseum.com","Other",34.23600809,-77.93911787
"215","Carolina Raptor Ctr","6000 Sample Rd","Huntersville","NC",28078,8491,"Michele","Miller Houck","Exec Director",7048756521,"Museums",712110,114210,813312,712190,NA,"Private","Mecklenburg",11,NA,"carolinaraptorcenter.org",1981,"6000 Sample Rd Huntersville NC 28078","https://www.carolinaraptorcenter.org","Other",35.35172884,-80.92147243
"216","Caswell Center Msm & Visitor","2415 W Vernon Ave","Kinston","NC",28504,3321,"Leon","Owens","Director",2522083300,"Museums",712110,623110,NA,NA,NA,"Private","Lenoir",100,NA,"ncdhhs.gov",2009,"2415 W Vernon Ave Kinston NC 28504","https://www.ncdhhs.gov","History",35.26941669,-77.61489261
"217","Charles B Aycock Birthplace","264 Governor Aycock Rd","Fremont","NC",27830,7906,"Leigh","Strickland","Manager",9192425581,"Museums",712110,712120,813319,813410,921120,"State","Wayne",4,NA,"historicsites.nc.gov",1962,"264 Governor Aycock Rd Fremont NC 27830","https://www.historicsites.nc.gov","Other",35.52106366,-77.97591816
"218","Coats Museum","109 S Mckinley St","Coats","NC",27521,NA,NA,NA,NA,9108972525,"Museums",712110,NA,NA,NA,NA,"Private","Harnett",3,NA,"coatsmuseum.com",1935,"109 S Mckinley St Coats NC 27521","https://www.coatsmuseum.com","Other",35.40569361,-78.67220612
"219","Core Sound Waterfowl Museum","1785 Island Rd","Harkers Island","NC",28531,9670,"Karen","Amspacher","Exec Director",9197281500,"Museums",712110,813319,NA,NA,NA,"Private","Carteret",10,NA,"coresound.com",1992,"1785 Island Rd Harkers Island NC 28531","https://www.coresound.com","Other",34.68579627,-76.52914513
"220","Country Doctor Museum","7089 Peele Rd","Bailey","NC",27807,9727,"Annie","Anderson","Director",2522354165,"Museums",712110,NA,NA,NA,NA,"Private","Nash",5,NA,"countrydoctormuseum.org",1967,"7089 Peele Rd Bailey NC 27807","https://www.countrydoctormuseum.org","Other",35.77872167,-78.12260589
"221","Cryptozoology & Paranormal Msm","328 Mosby Ave","Littleton","NC",27850,7813,"Holly","Barcel","Manager",6312201231,"Museums",712110,NA,NA,NA,NA,"Private","Halifax",2,NA,"hauntedlittleton.com",2016,"328 Mosby Ave Littleton NC 27850","https://www.hauntedlittleton.com","Other",36.42912956,-77.91308938
"222","CSS Neuse II","118 N Herritage St","Kinston","NC",28501,NA,"David","Mooring","Director",2525602150,"Museums",712110,NA,NA,NA,NA,"Private","Lenoir",2,NA,"cssneuseii.org",2002,"118 N Herritage St Kinston NC 28501","https://www.cssneuseii.org","History",35.26011908,-77.58281521
"223","Curb Records","600 Dale Earnhardt Blvd","Kannapolis","NC",28081,1302,"Gean","Overcash","Owner",7049386121,"Museums",712110,NA,NA,NA,NA,"Private","Cabarrus",1,NA,NA,2020,"600 Dale Earnhardt Blvd Kannapolis NC 28081","","Transportation",35.49477846,-80.63073846
"224","Digger's Dungeon","5650 Caratoke Hwy","Poplar Branch","NC",27965,9721,"Carisa","Anderson","Manager",2524534121,"Museums",712110,458110,NA,NA,NA,"Private","Currituck",3,NA,"diggers-dungeon.weeblyte.com",1866,"5650 Caratoke Hwy Poplar Branch NC 27965","https://www.diggers-dungeon.weeblyte.com","Other",36.2882931,-75.92045635
"225","Doll & Toy Museum","108 4th St","Spencer","NC",28159,2214,"Beth M","Nance","Manager",7047629359,"Museums",712110,459120,813319,NA,NA,"Private","Rowan",2,NA,"ncmdtm.org",2013,"108 4th St Spencer NC 28159","https://www.ncmdtm.org","Other",35.68907023,-80.43338292
"226","Dr Josephus Hall House","215 Depot St","Salisbury","NC",28144,5078,NA,NA,NA,7046360103,"Museums",712110,712120,NA,NA,NA,"Private","Rowan",100,NA,"historicsalisbury.org",1972,"215 Depot St Salisbury NC 28144","https://www.historicsalisbury.org","History",35.66697661,-80.46683531
"227","Dunn Musuem","511 N Ellis Ave","Dunn","NC",28334,3812,NA,NA,NA,9108911772,"Museums",712110,NA,NA,NA,NA,"Private","Harnett",2,NA,NA,2015,"511 N Ellis Ave Dunn NC 28334","","History",35.31478409,-78.61252629
"228","Elsewhere Living Museum","606 S Elm St","Greensboro","NC",27406,1328,"George","Scheer","Director",3369073271,"Museums",712110,459920,541430,813319,813410,"Private","Guilford",4,NA,"elsewheremuseum.org",2003,"606 S Elm St Greensboro NC 27406","https://www.elsewheremuseum.org","Art",36.06575274,-79.79086835
"229","Emerald Village","331 Mckinney Mine Rd","Spruce Pine","NC",28777,NA,"Alan","Schabillion","Owner",8287656463,"Museums",712110,531110,712190,NA,NA,"Private","Mitchell",13,NA,"emeraldvillage.com",1980,"331 Mckinney Mine Rd Spruce Pine NC 28777","https://www.emeraldvillage.com","History",35.89132956,-82.04319318
"230","Energy Explorium","13339 Hagers Ferry Rd","Huntersville","NC",28078,7438,"Janet","Folsom","Administrator",9808755600,"Museums",712110,NA,NA,NA,NA,"Private","Mecklenburg",2,NA,"duke-energy.com",2017,"13339 Hagers Ferry Rd Huntersville NC 28078","https://www.duke-energy.com","Science&Tech",35.43492978,-80.94563725
"231","Exploration Station","104 N Chestnut St","Lumberton","NC",28358,5640,"Rhiannon","Chavis-Wanson","Manager",9107381114,"Museums",712110,NA,NA,NA,NA,"Private","Robeson",2,NA,"robesonpartnership.org",2000,"104 N Chestnut St Lumberton NC 28358","https://www.robesonpartnership.org","Children",34.61722574,-79.00772127
"232","Fields of the Wood","10000 Highway 294","Murphy","NC",28906,1871,"Paul","Holt","Director",8284947855,"Museums",712110,459420,NA,NA,NA,"Private","Cherokee",7,NA,"cogop.org",1903,"10000 Highway 294 Murphy NC 28906","https://www.cogop.org","Other",35.11917157,-84.25265878
"233","Fire Station Museum-Caswell","118 S Queen St","Kinston","NC",28501,4934,NA,NA,NA,2525271566,"Museums",712110,NA,NA,NA,NA,"Private","Lenoir",4,NA,"museumsusa.org",1994,"118 S Queen St Kinston NC 28501","https://www.museumsusa.org","Other",35.25934524,-77.58112524
"234","Fort Defiance","1792 Fort Defiance Dr","Lenoir","NC",28645,6606,"Becky","Phillips","Exec Director",8287581671,"Museums",712110,712120,813410,NA,NA,"Private","Wilkes",3,NA,"historicfortdefiancenc.org",1966,"1792 Fort Defiance Dr Lenoir NC 28645","https://www.historicfortdefiancenc.org","History",36.01724437,-81.49457407
"235","Foscue Plantation House","7509 US Highway 17","Pollocksville","NC",28573,NA,"Carol","Foy","Manager",2522241803,"Museums",712110,712120,813319,NA,NA,"Private","Jones",2,NA,"foscueplantation.com",2000,"7509 US Highway 17 Pollocksville NC 28573","https://www.foscueplantation.com","History",35.03912443,-77.2096615
"236","Frank L Horton Museum Ctr","924 S Main Street Old Sale","Winston Salem","NC",27101,NA,"James","Sutton","Manager",3367217360,"Museums",712110,NA,NA,NA,NA,"Private","Forsyth",4,NA,NA,2017,"924 S Main Street Old Sale Winston Salem NC 27101","","Art",36.08437485,-80.24157114
"237","Friends of the Camden Msm Inc","190 Alder Branch Rd","Shiloh","NC",27974,7200,NA,NA,NA,8280001111,"Museums",712110,813319,NA,NA,NA,"Private","Camden",2,NA,NA,2023,"190 Alder Branch Rd Shiloh NC 27974","","History",36.25207143,-76.02749223
"238","General William C Lee Airborne","209 W Divine St","Dunn","NC",28334,5203,"Oscar","Harris","President",9108921947,"Museums",712110,813319,NA,NA,NA,"Private","Harnett",1,NA,"generalleeairbornemuseum.org",1986,"209 W Divine St Dunn NC 28334","https://www.generalleeairbornemuseum.org","History",35.30730881,-78.61312844
"239","Graham Agricultural Museum","5505 Labrador Dr","Hope Mills","NC",28348,9288,"Paul","Graham","Manager",9100001111,"Museums",712110,NA,NA,NA,NA,"Private","Cumberland",2,NA,NA,2017,"5505 Labrador Dr Hope Mills NC 28348","","Science&Tech",34.92694531,-78.8862843
"240","Green River Plantation","6333 Coxe Rd","Rutherfordton","NC",28139,9401,"Ellen C","Cantrell","Owner",8282861461,"Museums",712110,561510,722320,712120,712190,"Private","Rutherford",1,NA,"greenriverplantation.wordpress.com",1806,"6333 Coxe Rd Rutherfordton NC 28139","https://www.greenriverplantation.wordpress.com","History",35.28418407,-82.01913493
"241","Greensboro Coliseum","1921 W Lee St","Greensboro","NC",27403,NA,"Matt","Brown","Director",3363158411,"Museums",712110,713940,NA,NA,NA,"Private","Guilford",7,NA,"acchallofchampions.net",2017,"1921 W Lee St Greensboro NC 27403","https://www.acchallofchampions.net","History",36.06055588,-79.82630602
"242","Hamlet Visitors Ctr","14 W Main St","Hamlet","NC",28345,3636,"Miranda","Chavis","Manager",9105820603,"Museums",712110,561591,NA,NA,NA,"Private","Richmond",2,NA,"hamlethistoricdepot.org",2013,"14 W Main St Hamlet NC 28345","https://www.hamlethistoricdepot.org","History",34.88281404,-79.69844974
"243","Harmony Hall","109 E King St","Kinston","NC",28501,4915,"Pat","Carroll","Manager",2525220421,"Museums",712110,713940,712120,712190,NA,"Private","Lenoir",1,NA,"lenoircountyhistoricalassociation.org",2017,"109 E King St Kinston NC 28501","https://www.lenoircountyhistoricalassociation.org","History",35.25872063,-77.58101652
"244","Harris Hall Museum","110 Court St","Oxford","NC",27565,NA,"Pam","Thornton","Director",9196939706,"Museums",712110,NA,NA,NA,NA,"Private","Granville",2,NA,"granvillemuseumnc.org",2010,"110 Court St Oxford NC 27565","https://www.granvillemuseumnc.org","History",36.31162853,-78.58834873
"245","Hickory Landmarks Society","542 2nd St NE","Hickory","NC",28601,3854,"Patrick","Daily","CEO",8283224731,"Museums",712110,813319,NA,NA,NA,"Private","Catawba",2,NA,"hickorylandmarks.org",1948,"542 2nd St NE Hickory NC 28601","https://www.hickorylandmarks.org","History",35.73983877,-81.33550278
"246","Hiddenite Center","70 Hiddenite Church Rd","Hiddenite","NC",28636,NA,"Miranda","Burgin","Manager",8286322833,"Museums",712110,611710,813319,NA,NA,"Private","Alexander",3,NA,NA,1981,"70 Hiddenite Church Rd Hiddenite NC 28636","","History",35.90251721,-81.09178252
"247","High Point Museum","1859 E Lexington Ave","High Point","NC",27262,3451,"Donna","Kaiser","President",3368851859,"Museums",712110,813319,813910,NA,NA,"Private","Guilford",11,NA,"vi.highpointnc.gov",1964,"1859 E Lexington Ave High Point NC 27262","https://www.vi.highpointnc.gov","History",35.97964332,-79.99106995
"248","Hillsborough Visitor Ctr","150 E King St","Hillsborough","NC",27278,2685,"Sarah","Degennaro","Director",9197327741,"Museums",712110,561510,561591,712120,813319,"Private","Orange",3,NA,"visithillsboroughnc.com",1754,"150 E King St Hillsborough NC 27278","https://www.visithillsboroughnc.com","History",36.07532391,-79.09841269
"249","Independent Light Infantry","210 Burgess St","Fayetteville","NC",28301,NA,NA,NA,NA,9104331457,"Museums",712110,NA,NA,NA,NA,"Private","Cumberland",2,NA,NA,2017,"210 Burgess St Fayetteville NC 28301","","Military",35.05404303,-78.88079844
"250","International Civil Rights Ctr","134 S Elm St","Greensboro","NC",27401,2604,"John L","Swaine","CEO",3362749199,"Museums",712110,NA,NA,NA,NA,"Private","Guilford",22,NA,"sitinmovement.org",2010,"134 S Elm St Greensboro NC 27401","https://www.sitinmovement.org","Other",36.07185614,-79.79040996
"251","Iredell Museums","134 Court St","Statesville","NC",28677,5803,"Amy","Lawton","President",7048737347,"Museums",712110,813319,999990,NA,NA,"Private","Iredell",3,NA,"iredellmuseums.org",1956,"134 Court St Statesville NC 28677","https://www.iredellmuseums.org","Art",35.78373484,-80.88853158
"252","J E Priddy's General Store","2121 Sheppard Mill Rd","Danbury","NC",27016,7642,NA,NA,NA,3365938786,"Museums",712110,712120,NA,NA,NA,"Private","Stokes",2,NA,NA,1888,"2121 Sheppard Mill Rd Danbury NC 27016","","Other",36.42230906,-80.17144217
"253","J Rogers Mc Connell Air Museum","802 Mcreynolds St","Carthage","NC",28327,6788,NA,NA,NA,9100001111,"Museums",712110,NA,NA,NA,NA,"Private","Moore",2,NA,NA,2014,"802 Mcreynolds St Carthage NC 28327","","Transportation",35.35413194,-79.42343627
"254","Jefcoat Museum","201 W High St","Murfreesboro","NC",27855,1819,"Colon","Ballance","Director",2523988054,"Museums",712110,712120,NA,NA,NA,"Private","Hertford",1,NA,"thejefcoatmuseum.org",1848,"201 W High St Murfreesboro NC 27855","https://www.thejefcoatmuseum.org","History",36.44040443,-77.10236705
"255","Jesse Helms Ctr","3910 Highway 74 E","Wingate","NC",28174,6791,"John","Dodd","President",7042331776,"Museums",712110,561920,541720,NA,NA,"Private","Union",7,NA,"jessehelmscenter.org",2001,"3910 Highway 74 E Wingate NC 28174","https://www.jessehelmscenter.org","History",34.98243186,-80.45062384
"256","Joel Lane Museum House","160 S Saint Marys St","Raleigh","NC",27603,1618,"Claudia","Brown","President",9198333431,"Museums",712110,712120,813319,813410,NA,"Private","Wake",3,NA,"joellane.org",1770,"160 S Saint Marys St Raleigh NC 27603","https://www.joellane.org","History",35.78250018,-78.65056955
"257","Kaleideum","400 W Hanes Mill Rd","Winston Salem","NC",27105,9667,"Elizabeth","Marsh","Vice President",3367239111,"Museums",712110,813319,999990,NA,NA,"Private","Forsyth",16,NA,"kaleideum.org",2010,"400 W Hanes Mill Rd Winston Salem NC 27105","https://www.kaleideum.org","Children",36.18463641,-80.28206748
"258","Kannapolis African-Amer Museum","1579 Kingston Dr","Kannapolis","NC",28083,9281,NA,NA,NA,7040001111,"Museums",712110,NA,NA,NA,NA,"Private","Cabarrus",2,NA,"kaa-macc.org",2014,"1579 Kingston Dr Kannapolis NC 28083","https://www.kaa-macc.org","History",35.49345597,-80.59446861
"259","Kernersville Museum","127 W Mountain St","Kernersville","NC",27284,2871,NA,NA,NA,3364974869,"Museums",712110,NA,NA,NA,NA,"Private","Forsyth",2,NA,"kernersvillemuseum.org",2020,"127 W Mountain St Kernersville NC 27284","https://www.kernersvillemuseum.org","History",36.11987231,-80.07367022
"260","Levine Museum of the New South","401 S Tryon St","Charlotte","NC",28202,1934,"Kathryn","Hill","CEO",7043331887,"Museums",712110,711310,813319,NA,NA,"Private","Mecklenburg",21,NA,"museumofthenewsouth.org",1991,"401 S Tryon St Charlotte NC 28202","https://www.museumofthenewsouth.org","History",35.22484135,-80.84638818
"261","Liberty Hall Plantation","409 S Main St","Kenansville","NC",28349,NA,"Joanne","Strouds","Manager",9102962175,"Museums",712110,712120,NA,NA,NA,"Private","Duplin",3,NA,"libertyhallnc.org",1968,"409 S Main St Kenansville NC 28349","https://www.libertyhallnc.org","History",34.95990141,-77.96656057
"262","Light Factory","1817 Central Ave # C200","Charlotte","NC",28205,5165,"Kay","Tuttle","Exec Director",7043339755,"Museums",712110,339999,NA,NA,NA,"Private","Mecklenburg",8,NA,"lightfactory.org",1972,"1817 Central Ave # C200 Charlotte NC 28205","https://www.lightfactory.org","Art",35.22024219,-80.80913606
"263","Linbrook Heritage Estate","5507 Snyder Country Rd","Trinity","NC",27370,7218,"Allison","White","Director",3368616959,"Museums",712110,NA,NA,NA,NA,"Private","Randolph",2,NA,"linbrook.org",2017,"5507 Snyder Country Rd Trinity NC 27370","https://www.linbrook.org","Science&Tech",35.79613029,-79.98746932
"264","Linville Caverns","19929 US 221 N","Marion","NC",28752,9301,"Sarah","Davis","President",8287564171,"Museums",712110,712190,NA,NA,NA,"Private","McDowell",14,NA,"linvillecaverns.com",1986,"19929 US 221 N Marion NC 28752","https://www.linvillecaverns.com","Science&Tech",35.909738,-81.94141727
"265","Margaret Lane Enterprises LLC","121 W Margaret Ln","Hillsborough","NC",27278,2547,"Mary C","Knox","Owner",9192968938,"Museums",712110,NA,NA,NA,NA,"Private","Orange",2,NA,"margaretlanegallery.com",2016,"121 W Margaret Ln Hillsborough NC 27278","https://www.margaretlanegallery.com","Art",36.07444857,-79.0996684
"266","Marvin-Mary Johnson Gourd Msm","28 N Raleigh St","Angier","NC",27501,6073,"Katy","Warren","Director",9196394413,"Museums",712110,519210,NA,NA,NA,"Private","Harnett",4,NA,"ncgourdsociety.org",2017,"28 N Raleigh St Angier NC 27501","https://www.ncgourdsociety.org","Art",35.50773913,-78.74081461
"267","Matthews Heritage Museum","232 N Trade St","Matthews","NC",28105,NA,NA,NA,NA,7047084996,"Museums",712110,NA,NA,NA,NA,"Private","Mecklenburg",1,NA,"matthewsheritagemuseum.org",2011,"232 N Trade St Matthews NC 28105","https://www.matthewsheritagemuseum.org","History",35.11736009,-80.72100946
"268","May Museum & Park","3802 South Main St","Farmville","NC",27828,8548,"Debb","Higgins","Director",2527536725,"Museums",712110,NA,NA,NA,NA,"Private","Pitt",1,NA,"farmvillenc.gov",2005,"3802 South Main St Farmville NC 27828","https://www.farmvillenc.gov","History",35.59410891,-77.58848541
"269","Mcdowell House-Quaker Meadows","119 Saint Marys Church Rd","Morganton","NC",28655,NA,NA,NA,NA,8284374104,"Museums",712110,712120,NA,NA,NA,"Private","Burke",2,NA,"historicburke.org",2009,"119 Saint Marys Church Rd Morganton NC 28655","https://www.historicburke.org","History",35.7593203,-81.72084383
